Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 1879: (41, 104), status: INFECTED, was infected 58 time(s).
Person 1880: (73, 2), status: SUSCEPTIBLE, was infected 30 time(s).
Person 1881: (45, 96), status: INFECTED, was infected 60 time(s).
Person 1882: (91, 51), status: SUSCEPTIBLE, was infected 56 time(s).
Person 1883: (62, 8), status: IMMUNE, was infected 46 time(s).
Person 1884: (24, 76), status: IMMUNE, was infected 55 time(s).
Person 1885: (36, 109), status: SUSCEPTIBLE, was infected 58 time(s).
Person 1886: (100, 59), status: SUSCEPTIBLE, was infected 45 time(s).
Person 1887: (88, 0), status: IMMUNE, was infected 52 time(s).
Person 1888: (36, 1), status: INFECTED, was infected 58 time(s).
Person 1889: (4, 0), status: INFECTED, was infected 51 time(s).
Person 1890: (34, 67), status: SUSCEPTIBLE, was infected 58 time(s).
Person 1891: (86, 78), status: SUSCEPTIBLE, was infected 50 time(s).
Person 1892: (73, 75), status: INFECTED, was infected 56 time(s).
Person 1893: (35, 105), status: INFECTED, was infected 53 time(s).
Person 1894: (108, 29), status: SUSCEPTIBLE, was infected 58 time(s).
Person 1895: (22, 10), status: IMMUNE, was infected 57 time(s).
Person 1896: (57, 52), status: SUSCEPTIBLE, was infected 46 time(s).
Person 1897: (105, 99), status: SUSCEPTIBLE, was infected 62 time(s).
Person 1898: (40, 100), status: SUSCEPTIBLE, was infected 60 time(s).
Person 1899: (31, 56), status: INFECTED, was infected 57 time(s).
Person 1900: (70, 109), status: INFECTED, was infected 58 time(s).
Person 1901: (46, 106), status: IMMUNE, was infected 60 time(s).
Person 1902: (93, 58), status: SUSCEPTIBLE, was infected 53 time(s).
Person 1903: (16, 60), status: INFECTED, was infected 55 time(s).
Person 1904: (67, 108), status: INFECTED, was infected 48 time(s).
Person 1905: (1, 44), status: IMMUNE, was infected 55 time(s).
Person 1906: (83, 27), status: SUSCEPTIBLE, was infected 50 time(s).
Person 1907: (47, 109), status: INFECTED, was infected 50 time(s).
Person 1908: (42, 53), status: SUSCEPTIBLE, was infected 59 time(s).
Person 1909: (55, 0), status: INFECTED, was infected 62 time(s).
Person 1910: (44, 71), status: IMMUNE, was infected 46 time(s).
Person 1911: (0, 38), status: INFECTED, was infected 54 time(s).
Person 1912: (17, 4), status: INFECTED, was infected 56 time(s).
Person 1913: (19, 4), status: IMMUNE, was infected 53 time(s).
Person 1914: (0, 58), status: INFECTED, was infected 55 time(s).
Person 1915: (52, 79), status: IMMUNE, was infected 58 time(s).
Person 1916: (35, 109), status: IMMUNE, was infected 63 time(s).
Person 1917: (35, 17), status: INFECTED, was infected 54 time(s).
Person 1918: (109, 72), status: IMMUNE, was infected 61 time(s).
Person 1919: (28, 0), status: IMMUNE, was infected 60 time(s).
Person 1920: (3, 75), status: SUSCEPTIBLE, was infected 46 time(s).
Person 1921: (90, 59), status: INFECTED, was infected 64 time(s).
Person 1922: (69, 13), status: SUSCEPTIBLE, was infected 55 time(s).
Person 1923: (109, 55), status: IMMUNE, was infected 60 time(s).
Person 1924: (33, 64), status: SUSCEPTIBLE, was infected 48 time(s).
Person 1925: (83, 37), status: INFECTED, was infected 55 time(s).
Person 1926: (22, 0), status: IMMUNE, was infected 58 time(s).
Person 1927: (44, 7), status: SUSCEPTIBLE, was infected 50 time(s).
Person 1928: (67, 63), status: IMMUNE, was infected 57 time(s).
Person 1929: (60, 58), status: SUSCEPTIBLE, was infected 61 time(s).
Person 1930: (68, 68), status: IMMUNE, was infected 55 time(s).
Person 1931: (0, 84), status: SUSCEPTIBLE, was infected 64 time(s).
Person 1932: (15, 104), status: SUSCEPTIBLE, was infected 50 time(s).
Person 1933: (91, 81), status: SUSCEPTIBLE, was infected 52 time(s).
Person 1934: (20, 55), status: INFECTED, was infected 56 time(s).
Person 1935: (53, 71), status: SUSCEPTIBLE, was infected 49 time(s).
Person 1936: (82, 34), status: INFECTED, was infected 49 time(s).
Person 1937: (25, 40), status: INFECTED, was infected 62 time(s).
Person 1938: (65, 98), status: INFECTED, was infected 51 time(s).
Person 1939: (8, 65), status: SUSCEPTIBLE, was infected 49 time(s).
Person 1940: (19, 26), status: IMMUNE, was infected 60 time(s).
Person 1941: (73, 81), status: SUSCEPTIBLE, was infected 44 time(s).
Person 1942: (102, 70), status: INFECTED, was infected 54 time(s).
Person 1943: (39, 41), status: IMMUNE, was infected 56 time(s).
Person 1944: (54, 81), status: INFECTED, was infected 62 time(s).
Person 1945: (0, 64), status: IMMUNE, was infected 58 time(s).
Person 1946: (82, 105), status: SUSCEPTIBLE, was infected 49 time(s).
Person 1947: (109, 83), status: SUSCEPTIBLE, was infected 58 time(s).
Person 1948: (43, 43), status: IMMUNE, was infected 52 time(s).
Person 1949: (103, 60), status: SUSCEPTIBLE, was infected 39 time(s).
Person 1950: (109, 82), status: INFECTED, was infected 59 time(s).
Person 1951: (44, 97), status: IMMUNE, was infected 55 time(s).
Person 1952: (32, 13), status: IMMUNE, was infected 49 time(s).
Person 1953: (0, 108), status: INFECTED, was infected 60 time(s).
Person 1954: (86, 18), status: IMMUNE, was infected 57 time(s).
Person 1955: (55, 0), status: IMMUNE, was infected 62 time(s).
Person 1956: (48, 93), status: INFECTED, was infected 57 time(s).
Person 1957: (0, 17), status: IMMUNE, was infected 57 time(s).
Person 1958: (0, 102), status: SUSCEPTIBLE, was infected 61 time(s).
Person 1959: (72, 83), status: SUSCEPTIBLE, was infected 54 time(s).
Person 1960: (43, 41), status: INFECTED, was infected 53 time(s).
Person 1961: (3, 109), status: SUSCEPTIBLE, was infected 56 time(s).
Person 1962: (102, 19), status: SUSCEPTIBLE, was infected 57 time(s).
Person 1963: (18, 47), status: INFECTED, was infected 55 time(s).
Person 1964: (62, 79), status: IMMUNE, was infected 50 time(s).
Person 1965: (29, 55), status: IMMUNE, was infected 59 time(s).
Person 1966: (4, 50), status: IMMUNE, was infected 52 time(s).
Person 1967: (68, 62), status: IMMUNE, was infected 55 time(s).
Person 1968: (37, 44), status: SUSCEPTIBLE, was infected 45 time(s).
Person 1969: (52, 66), status: IMMUNE, was infected 57 time(s).
Person 1970: (34, 71), status: IMMUNE, was infected 49 time(s).
Person 1971: (82, 38), status: SUSCEPTIBLE, was infected 60 time(s).
Person 1972: (63, 0), status: INFECTED, was infected 54 time(s).
Person 1973: (11, 41), status: IMMUNE, was infected 50 time(s).
Person 1974: (61, 11), status: IMMUNE, was infected 51 time(s).
Person 1975: (63, 66), status: IMMUNE, was infected 57 time(s).
Person 1976: (75, 75), status: INFECTED, was infected 52 time(s).
Person 1977: (69, 54), status: SUSCEPTIBLE, was infected 46 time(s).
Person 1978: (89, 17), status: INFECTED, was infected 48 time(s).
Person 1979: (62, 105), status: SUSCEPTIBLE, was infected 41 time(s).
Person 1980: (44, 59), status: INFECTED, was infected 57 time(s).
Person 1981: (44, 26), status: INFECTED, was infected 48 time(s).
Person 1982: (61, 13), status: SUSCEPTIBLE, was infected 53 time(s).
Person 1983: (77, 91), status: IMMUNE, was infected 59 time(s).
Person 1984: (109, 32), status: IMMUNE, was infected 57 time(s).
Person 1985: (0, 85), status: INFECTED, was infected 48 time(s).
Person 1986: (55, 30), status: IMMUNE, was infected 58 time(s).
Person 1987: (0, 83), status: SUSCEPTIBLE, was infected 55 time(s).
Person 1988: (65, 20), status: SUSCEPTIBLE, was infected 49 time(s).
Person 1989: (55, 73), status: SUSCEPTIBLE, was infected 50 time(s).
Person 1990: (8, 109), status: INFECTED, was infected 60 time(s).
Person 1991: (0, 75), status: IMMUNE, was infected 60 time(s).
Person 1992: (21, 51), status: INFECTED, was infected 57 time(s).
Person 1993: (32, 87), status: SUSCEPTIBLE, was infected 62 time(s).
Person 1994: (6, 0), status: INFECTED, was infected 49 time(s).
Person 1995: (109, 16), status: SUSCEPTIBLE, was infected 56 time(s).
Person 1996: (104, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 1997: (31, 60), status: IMMUNE, was infected 60 time(s).
Person 1998: (38, 51), status: IMMUNE, was infected 59 time(s).
Person 1999: (48, 75), status: IMMUNE, was infected 57 time(s).
Person 2000: (61, 69), status: IMMUNE, was infected 53 time(s).
Person 2001: (37, 39), status: IMMUNE, was infected 54 time(s).
Person 2002: (105, 109), status: SUSCEPTIBLE, was infected 57 time(s).
Person 2003: (35, 64), status: INFECTED, was infected 58 time(s).
Person 2004: (99, 108), status: INFECTED, was infected 42 time(s).
Person 2005: (29, 64), status: SUSCEPTIBLE, was infected 48 time(s).
Person 2006: (22, 63), status: IMMUNE, was infected 57 time(s).
Person 2007: (81, 1), status: SUSCEPTIBLE, was infected 51 time(s).
Person 2008: (51, 56), status: IMMUNE, was infected 47 time(s).
Person 2009: (102, 12), status: SUSCEPTIBLE, was infected 53 time(s).
Person 2010: (39, 106), status: SUSCEPTIBLE, was infected 61 time(s).
Person 2011: (82, 24), status: INFECTED, was infected 47 time(s).
Person 2012: (18, 28), status: INFECTED, was infected 54 time(s).
Person 2013: (24, 84), status: SUSCEPTIBLE, was infected 40 time(s).
Person 2014: (52, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 2015: (91, 107), status: INFECTED, was infected 39 time(s).
Person 2016: (3, 109), status: SUSCEPTIBLE, was infected 54 time(s).
Person 2017: (80, 30), status: INFECTED, was infected 52 time(s).
Person 2018: (81, 32), status: INFECTED, was infected 62 time(s).
Person 2019: (108, 39), status: SUSCEPTIBLE, was infected 60 time(s).
Person 2020: (2, 13), status: SUSCEPTIBLE, was infected 36 time(s).
Person 2021: (67, 60), status: IMMUNE, was infected 52 time(s).
Person 2022: (65, 109), status: SUSCEPTIBLE, was infected 54 time(s).
Person 2023: (44, 34), status: SUSCEPTIBLE, was infected 59 time(s).
Person 2024: (67, 109), status: IMMUNE, was infected 57 time(s).
Person 2025: (0, 40), status: SUSCEPTIBLE, was infected 57 time(s).
Person 2026: (74, 57), status: INFECTED, was infected 56 time(s).
Person 2027: (68, 46), status: INFECTED, was infected 54 time(s).
Person 2028: (19, 45), status: IMMUNE, was infected 51 time(s).
Person 2029: (46, 95), status: IMMUNE, was infected 56 time(s).
Person 2030: (30, 13), status: SUSCEPTIBLE, was infected 46 time(s).
Person 2031: (56, 4), status: INFECTED, was infected 55 time(s).
Person 2032: (0, 104), status: INFECTED, was infected 58 time(s).
Person 2033: (80, 55), status: SUSCEPTIBLE, was infected 54 time(s).
Person 2034: (109, 60), status: INFECTED, was infected 62 time(s).
Person 2035: (2, 53), status: SUSCEPTIBLE, was infected 34 time(s).
Person 2036: (4, 85), status: IMMUNE, was infected 57 time(s).
Person 2037: (0, 27), status: INFECTED, was infected 55 time(s).
Person 2038: (102, 28), status: INFECTED, was infected 58 time(s).
Person 2039: (69, 38), status: INFECTED, was infected 55 time(s).
Person 2040: (89, 36), status: INFECTED, was infected 52 time(s).
Person 2041: (39, 0), status: IMMUNE, was infected 53 time(s).
Person 2042: (109, 40), status: IMMUNE, was infected 57 time(s).
Person 2043: (0, 84), status: IMMUNE, was infected 62 time(s).
Person 2044: (9, 28), status: INFECTED, was infected 56 time(s).
Person 2045: (64, 46), status: IMMUNE, was infected 51 time(s).
Person 2046: (34, 21), status: SUSCEPTIBLE, was infected 51 time(s).
Person 2047: (0, 58), status: SUSCEPTIBLE, was infected 58 time(s).
Person 2048: (29, 21), status: IMMUNE, was infected 49 time(s).
Person 2049: (88, 25), status: SUSCEPTIBLE, was infected 47 time(s).
Person 2050: (81, 54), status: SUSCEPTIBLE, was infected 56 time(s).
Person 2051: (108, 0), status: SUSCEPTIBLE, was infected 63 time(s).
Person 2052: (72, 103), status: IMMUNE, was infected 34 time(s).
Person 2053: (85, 32), status: INFECTED, was infected 58 time(s).
Person 2054: (99, 32), status: IMMUNE, was infected 57 time(s).
Person 2055: (36, 56), status: SUSCEPTIBLE, was infected 50 time(s).
Person 2056: (23, 19), status: SUSCEPTIBLE, was infected 52 time(s).
Person 2057: (0, 40), status: INFECTED, was infected 61 time(s).
Person 2058: (49, 57), status: SUSCEPTIBLE, was infected 51 time(s).
Person 2059: (53, 0), status: INFECTED, was infected 53 time(s).
Person 2060: (42, 104), status: INFECTED, was infected 53 time(s).
Person 2061: (39, 33), status: SUSCEPTIBLE, was infected 60 time(s).
Person 2062: (73, 101), status: IMMUNE, was infected 42 time(s).
Person 2063: (28, 21), status: IMMUNE, was infected 61 time(s).
Person 2064: (4, 65), status: IMMUNE, was infected 56 time(s).
Person 2065: (21, 33), status: INFECTED, was infected 45 time(s).
Person 2066: (93, 37), status: SUSCEPTIBLE, was infected 49 time(s).
Person 2067: (0, 94), status: INFECTED, was infected 57 time(s).
Person 2068: (53, 50), status: SUSCEPTIBLE, was infected 59 time(s).
Person 2069: (57, 64), status: SUSCEPTIBLE, was infected 46 time(s).
Person 2070: (41, 66), status: SUSCEPTIBLE, was infected 53 time(s).
Person 2071: (81, 68), status: INFECTED, was infected 59 time(s).
Person 2072: (35, 59), status: IMMUNE, was infected 56 time(s).
Person 2073: (101, 37), status: INFECTED, was infected 48 time(s).
Person 2074: (18, 83), status: SUSCEPTIBLE, was infected 59 time(s).
Person 2075: (104, 36), status: SUSCEPTIBLE, was infected 50 time(s).
Person 2076: (59, 43), status: SUSCEPTIBLE, was infected 56 time(s).
Person 2077: (40, 0), status: INFECTED, was infected 58 time(s).
Person 2078: (20, 0), status: INFECTED, was infected 59 time(s).
Person 2079: (15, 36), status: INFECTED, was infected 56 time(s).
Person 2080: (0, 45), status: INFECTED, was infected 55 time(s).
Person 2081: (57, 22), status: SUSCEPTIBLE, was infected 52 time(s).
Person 2082: (24, 4), status: SUSCEPTIBLE, was infected 54 time(s).
Person 2083: (23, 20), status: INFECTED, was infected 51 time(s).
Person 2084: (107, 83), status: INFECTED, was infected 47 time(s).
Person 2085: (96, 32), status: INFECTED, was infected 61 time(s).
Person 2086: (20, 7), status: IMMUNE, was infected 54 time(s).
Person 2087: (26, 59), status: INFECTED, was infected 50 time(s).
Person 2088: (35, 59), status: SUSCEPTIBLE, was infected 55 time(s).
Person 2089: (74, 45), status: IMMUNE, was infected 53 time(s).
Person 2090: (5, 75), status: IMMUNE, was infected 50 time(s).
Person 2091: (96, 33), status: INFECTED, was infected 49 time(s).
Person 2092: (89, 109), status: SUSCEPTIBLE, was infected 59 time(s).
Person 2093: (97, 80), status: INFECTED, was infected 52 time(s).
Person 2094: (55, 95), status: INFECTED, was infected 51 time(s).
Person 2095: (77, 64), status: INFECTED, was infected 55 time(s).
Person 2096: (42, 7), status: SUSCEPTIBLE, was infected 61 time(s).
Person 2097: (0, 67), status: SUSCEPTIBLE, was infected 55 time(s).
Person 2098: (83, 36), status: INFECTED, was infected 49 time(s).
Person 2099: (0, 58), status: INFECTED, was infected 63 time(s).
Person 2100: (105, 53), status: INFECTED, was infected 59 time(s).
Person 2101: (4, 59), status: IMMUNE, was infected 55 time(s).
Person 2102: (0, 26), status: SUSCEPTIBLE, was infected 55 time(s).
Person 2103: (52, 46), status: INFECTED, was infected 63 time(s).
Person 2104: (90, 11), status: IMMUNE, was infected 50 time(s).
Person 2105: (102, 1), status: IMMUNE, was infected 59 time(s).
Person 2106: (19, 0), status: IMMUNE, was infected 59 time(s).
Person 2107: (84, 104), status: IMMUNE, was infected 59 time(s).
Person 2108: (28, 105), status: INFECTED, was infected 58 time(s).
Person 2109: (52, 109), status: INFECTED, was infected 57 time(s).
Person 2110: (45, 104), status: SUSCEPTIBLE, was infected 58 time(s).
Person 2111: (27, 83), status: SUSCEPTIBLE, was infected 52 time(s).
Person 2112: (74, 25), status: SUSCEPTIBLE, was infected 45 time(s).
Person 2113: (10, 87), status: INFECTED, was infected 53 time(s).
Person 2114: (43, 31), status: IMMUNE, was infected 57 time(s).
Person 2115: (33, 60), status: IMMUNE, was infected 48 time(s).
Person 2116: (86, 109), status: IMMUNE, was infected 56 time(s).
Person 2117: (13, 102), status: IMMUNE, was infected 59 time(s).
Person 2118: (103, 75), status: SUSCEPTIBLE, was infected 48 time(s).
Person 2119: (28, 8), status: SUSCEPTIBLE, was infected 28 time(s).
Person 2120: (109, 47), status: IMMUNE, was infected 52 time(s).
Person 2121: (53, 8), status: SUSCEPTIBLE, was infected 45 time(s).
Person 2122: (60, 46), status: INFECTED, was infected 57 time(s).
Person 2123: (68, 51), status: SUSCEPTIBLE, was infected 52 time(s).
Person 2124: (40, 25), status: SUSCEPTIBLE, was infected 59 time(s).
Person 2125: (65, 24), status: INFECTED, was infected 59 time(s).
Person 2126: (90, 42), status: IMMUNE, was infected 53 time(s).
Person 2127: (79, 29), status: INFECTED, was infected 59 time(s).
Person 2128: (97, 71), status: INFECTED, was infected 47 time(s).
Person 2129: (87, 59), status: INFECTED, was infected 59 time(s).
Person 2130: (74, 0), status: INFECTED, was infected 55 time(s).
Person 2131: (9, 109), status: IMMUNE, was infected 52 time(s).
Person 2132: (102, 78), status: IMMUNE, was infected 62 time(s).
Person 2133: (76, 91), status: SUSCEPTIBLE, was infected 48 time(s).
Person 2134: (109, 55), status: IMMUNE, was infected 63 time(s).
Person 2135: (39, 31), status: SUSCEPTIBLE, was infected 60 time(s).
Person 2136: (2, 26), status: IMMUNE, was infected 42 time(s).
Person 2137: (33, 48), status: INFECTED, was infected 52 time(s).
Person 2138: (109, 93), status: SUSCEPTIBLE, was infected 52 time(s).
Person 2139: (88, 79), status: IMMUNE, was infected 53 time(s).
Person 2140: (64, 103), status: SUSCEPTIBLE, was infected 42 time(s).
